"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Branchinecta lynchi","Vernal pool fairy shrimp","Wherever found","8","Threatened","Crustaceans"
"Drosophila neoclavisetae","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Fusconaia cor","Shiny pigtoe","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Speyeria zerene hippolyta","Oregon silverspot butterfly","Wherever found","1","Threatened","Insects"
"Hylaeus hilaris","Hilaris yellow-faced bee","Wherever found","1","Endangered","Insects"
"Pacifastacus fortis","Shasta crayfish","Wherever found","8","Endangered","Crustaceans"
"Lampsilis bracteata","Texas fatmucket","Wherever found","2","Endangered","Clams"
"Zapada glacier","Western glacier stonefly","Wherever found","6","Threatened","Insects"
"Cambarus veteranus","Guyandotte River crayfish","Wherever found","5","Endangered","Crustaceans"
"Cyclonaias petrina","Texas pimpleback","Wherever found","2","Endangered","Clams"
"Obovaria subrotunda","Round hickorynut","Wherever found","3","Threatened","Clams"
"Faxonius quadruncus","St. Francis River Crayfish","","3","Threatened","Crustaceans"
"Drosophila tarphytrichia","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Hypolimnas octocula marianensis","Mariana eight-spot butterfly","Wherever found","1","Endangered","Insects"
"Cicurina baronia","Robber Baron Cave Meshweaver","Wherever found","2","Endangered","Arachnids"
"Speyeria zerene behrensii","Behren's silverspot butterfly","Wherever found","8","Endangered","Insects"
"Cicindela nevadica lincolniana","Salt Creek Tiger beetle","Wherever found","6","Endangered","Insects"
"Juturnia kosteri","Koster's springsnail","Wherever found","2","Endangered","Snails"
"Megalagrion nigrohamatum nigrolineatum","Blackline Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Pyrgus ruralis lagunae","Laguna Mountains skipper","Wherever found","8","Endangered","Insects"
"Fusconaia mitchelli","false spike","Wherever found","2","Endangered","Clams"
"Tayshaneta microps","Government Canyon Bat Cave spider","Wherever found","2","Endangered","Arachnids"
"Hemistena lata","Cracking pearlymussel","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Lampsilis virescens","Alabama lampmussel","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Lampsilis bergmanni","Guadalupe Fatmucket","","2","Endangered","Clams"
"Euphydryas editha quino (=E. e. wrighti)","Quino checkerspot butterfly","Wherever found","8","Endangered","Insects"
"Alasmidonta raveneliana","Appalachian elktoe","Wherever found","4","Endangered","Clams"
"Cambarus cracens","Slenderclaw crayfish","Wherever found","4","Endangered","Crustaceans"
